Metabolite,Compound.Class,Soil 1,Soil 2,Soil 3,Soil 4,Soil 5,Soil 6,Soil 7,Soil 8,Soil 9,Soil 10,Soil 11,Soil 12,Soil 13,Soil 14,Soil 15,Soil 16,Soil 21,Soil 22,Soil 23,Soil 24,Soil 25,Soil 26,Soil 27,Soil 28,Soil 37,Soil 38,Soil 39,Soil 40,Soil 41,Soil 42,Soil 43,Soil 44,Soil 49,Soil 50,Soil 51,Soil 52,Soil 53,Soil 54,Soil 55,Soil 56,Soil 57,Soil 58,Soil 59,Soil 60,Soil 61,Soil 62,Soil 63,Soil 64,Soil 69,Soil 70,Soil 71,Soil 72,Soil 73,Soil 74,Soil 75,Soil 76,Soil Pre r1,Soil Pre r2,Soil Pre r3,Soil Pre r4
Unknown 208,Unknown,850485.988,1561811.348,1176633.847,1158523.546,705255.6362,1829495.945,1763144.249,1055134.634,2435758.855,687932.637,1221907.382,176945.5931,523046.941,2596409.954,2962455.554,2947128.761,2472451.936,339592.4891,556851.8092,1616354.144,1600971.392,973504.0653,1567241.549,265475.1821,2287976,3322696.264,2660091.31,1934291.491,2672786.807,2471543.228,1998828.222,402271.1115,814979.8534,1047931.458,176379.8221,1196977.12,4074845.15,2556375,2165068,1695020,3684411.031,3020812,2182628,2461262.972,3950321,2229120,2772142,2325114,3290273,2601483.311,4069722.344,1581874.979,2951943,1334414.613,1756381.107,2141069.312,2590043,2073376.287,2179095.672,1327835.974
Unknown 209,Unknown,0,0,0,0,0,0,0,0,0,240691.9107,0,0,0,2328950.951,2786220.042,2676813.994,0,0,0,1306529.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2208416.078,0,0,0,0,0,1994709.408,0,0,0,0
Unknown 210,Unknown,159749.5143,36370.39616,203530.492,221195.6235,77809.35933,191320.8237,285918.6312,0,160147.6907,28126.42165,41372.51049,0,27297.54463,69650,262858.3511,246222.2217,146592.2396,164879.2375,0,189503.3143,223017.0648,158685.2824,163788.9541,11610,119692,256675.6576,235207.3224,70085,218463.7594,177348.0842,199970.8841,28704,100607.3426,20252,0,116198.1437,242754.0325,90711,43907,51199,284118.8619,23834,185944.0072,164575.2636,202803,190618.7229,70009.45426,62830.15039,215101.7893,154420.7838,223365.6107,68907.86853,161389.7759,59864,230083.1035,205802.7515,66216.79184,67305.65126,129949,0
Unknown 211,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190907.287,0,0,505020.8549,80574.69324,0,2178.657125,14884.73822,0,0,0,0,0,280643.514,0,847655.5784,0,165993.8108,73526.1967,197698.6423,4082227.884,3875480.848,2750952.332,9209719.385,0,0,265073.7115,0,0,0,0,0,0,0,0,0
Unknown 212,Unknown,54460.86087,32372.59819,54738.46079,17912.53095,19217.57823,47809.26609,51211.29992,138740.0688,72418.07753,62360.62006,57310.77648,43796.02217,0,573613.8065,476943.1856,1079592.186,124713.4287,71139.39429,68482.33875,83764.82272,70290.98291,51847.79936,56840.90993,45027.6961,136538.0925,79374.22453,46018.71687,148532.0367,63035.2175,234408.7227,52259.11356,59169.09351,21201.20512,176965.4679,0,247734.9924,142982.5697,297376.8672,100378.0827,72630.15938,99912.60672,7984.127221,91413.34231,113507.9614,339066.7336,188159.43,85009.88634,164393.6264,111934.391,112051.5998,64201.83483,55159.1272,228026.0428,62849.14137,58859.33926,52152.24597,120345.2944,149873.0281,138102.6674,63915.34125
Unknown 213,Unknown,863659.0025,1129873.168,926515.7205,712232.3031,1224035.527,1128698.028,924266.2872,222599.5047,1804785.332,1011366.367,947287.3915,303117.1158,307391.2977,1344714.464,1118835.62,702677.5549,1143078.731,1000487.17,622397.1014,651101.8358,758216.1495,749630.4388,2011151.185,597250.9843,23416456.65,2445981,1076558.492,374424.3843,1622928.481,2062595.647,332856.5281,1094626.464,697170.2681,6156781.749,155251.0089,691749.8914,851139.4568,1095400.995,1086565.032,29677772.44,2168718.841,684161.1633,1282849.723,6109803.096,9901631,3130317,869879.5976,2948615,713324.5475,1070993.786,690112.793,4511158.346,1297729.626,4363598.544,649721.1461,1075718.567,2471641.033,671970.1639,608533.3242,2299326.781
Unknown 214,Unknown,950887.3688,656642.0605,898027.6455,821159.7949,676121,1063047.839,1050194,6854695.006,1426751.54,5948882.426,1025027.242,5631131.121,650335.3044,1240324.134,1246869.332,474965.4259,1220350.294,919399.2198,3838584.445,772727,868878.6277,4685541.561,1324146.426,4360119.645,1570441.78,8745390.538,1165166.12,205911.3405,1407036.773,1823028.642,1002394.311,734387.0981,771500,1143690.651,302085.1873,10381155.57,573203.3178,743850.1938,474624.0232,231140.0304,1805324.379,1406274.908,109734.532,709299.7556,1299762.795,1505832.32,673922.0378,1534722.604,585991.5554,429112.3477,553286.3538,376910.1482,1437581.375,500913.0078,598558.8035,110691.1087,670127.5691,208407.9288,561308.8372,136435.5794
Unknown 215,Unknown,299749.0664,600884.1696,592913.0047,598940.1006,137979.3666,789917.3829,325810.0269,4493.245664,1688671.83,431929.1973,311982.4124,21958.23763,30899.10183,833721.5156,29620.8581,316954.423,1229197.775,447767.5105,408797.2146,294865.7907,604810.0214,263237.7719,255218.5003,399777.7603,1227676.869,1736567.1,1254749.852,107582.7655,990380.8465,963410.9679,742015.6491,692741.3081,136687.4241,699918.843,14442.00515,387545.1062,1892482.848,1258464.038,329611.042,1192298.142,2490519,959189.1205,1024917.014,1075061.996,3329176,2696578,2068553,2659176,1332574.993,1044341.429,963818.4525,815962.5211,982778.6376,471954.058,436655.8355,276005.939,492472.6044,114012.8605,162661.4383,154375.4734
Unknown 216,Unknown,5427585.887,4959722.746,3377436.158,3393514.229,1160941.699,5674995.17,4682782.443,2711079.692,9084227.152,3904484.145,4706388.63,2850947.783,328201.0386,9558330.833,7606690.411,7511605.236,8739594.951,6210791.589,1488410.847,3281946.787,3178796.837,3289513.145,3346110.972,2206637.861,3880875.557,17641785.61,4337458.814,3188641.671,4678374.514,11552497.69,2562276.779,2676544.786,1277443.825,3240801.75,37369.46961,2569986.125,6146148.174,5895073.42,4362319.758,3130361.621,11039955.34,8174047.424,3337537.037,4394856.857,6707467.554,3629528.191,3087777.746,4865286.978,5737428.421,3333462.438,4451842.494,1807464.773,4564357.108,4434175.315,2097872.259,2662339.074,566819.1684,504343.9299,467002.435,525437.3332
Unknown 217,Unknown,400422.6294,478325.8158,168540.7355,171148.5652,105492.7908,568881.4393,226541.2226,328704.4386,269405,225951.7294,463812.4774,228864.3409,127175.4802,200198.4794,229208.2789,229328.4879,916685.5752,422463.6823,131621.3703,390213.8186,523301.0939,177470.5307,292951.1537,213530.5184,1424686.216,1339744.261,1116640.015,1754244.695,1328147.275,1402789.467,964650.8226,1038391.751,245992.6072,769816.7247,25940.30078,429720.5296,1623520.937,1401732.989,1198449.988,1197922.361,1335789.525,1127415.351,749353.9447,1276962.883,2515122.075,2020531.842,1091949.772,1910725.033,1332915.703,1023353.372,867701.0001,604825.2474,1206699.316,878596.4749,514808.8001,552178.135,963085.6993,1097255.509,1088849.587,700316.5981
Unknown 218,Unknown,930594.2628,1013369.289,742038.0177,503809.0765,136369.9891,1208467.75,1070853.356,913287.5132,1821677.278,869514.5376,915964.1737,627085.8799,245061.8347,6560632.268,4632923.738,5977572.87,2446821.108,1340416.15,416098.1388,1101115.61,1154308.107,869352.4147,976965.0359,733695.6413,1410353.04,1323058.56,1140400.853,1368542.978,1254087.325,1486678.873,970392.3149,1067052.893,184689.8822,1152051.593,0,850783.6745,1810026.14,1572770.71,1248533.112,634777.04,1714855.261,1466552.895,560899.6354,1532006.93,1765797.799,1831470.55,1472037.715,1501571.84,1879670.87,1282024.483,1344386.121,769692.0249,1712514.071,1533392.042,506051.6274,1099825.054,2546813.444,3118427.093,1191371.257,338602.8517
Unknown 219,Unknown,1070686.952,892904.5778,705122.3139,480396.9815,275724.2951,1259791.289,868559.7373,545028.4964,1244324.313,592873.3837,899003.5628,436135.3345,91026.0276,990757.8348,728025.1036,1013089.246,1364656.632,726883.0711,268485.7892,511800.6154,702808.881,418188.0731,540317.4966,376449.3187,1634267.203,2136402.955,1136834.397,1409918.483,1437813.737,1464281.12,934409.7007,1267107.202,184689.8822,1747375.597,0,755459.3205,1766795.834,2026610.649,1163784.728,1246056.911,1695403.35,1713125.714,1023204.284,1405428.419,1581875.358,1864579.488,1479146.079,991070.7796,2254196.11,1302122.868,1062600.491,579173.8537,1821966.278,1361760.481,1125266.737,763232.5501,2981255.928,3118427.093,3032319.06,2047190.365
Unknown 220,Unknown,1350177.544,1058151.496,821076.8556,623099.5629,195149.4953,1147918.174,851303.8162,754239.371,2586155.377,1251574.557,1340261.654,592772.8388,12776.76819,2182971.214,1725014.33,1843706.496,2341240.915,1977627.078,364102.7386,1358111.805,2023897.838,1559228.369,1672993.937,1045456.874,1738221.406,1740608.132,1468441.81,1575626.747,1592813.644,1932376.663,1217382.861,1161726.714,18970.26759,1549862.866,0,1232496.078,2304275.724,2397257.709,1552409.051,1407886.127,2316411.458,1773578.833,1087118.714,1818562.528,1672491.691,1041780.346,860471.5429,1312211.776,2129909.02,1932213.801,1762985.301,813515.6846,2086610.44,1816691.974,838181.1733,1071353.362,7991.892357,0,0,0
Unknown 221,Unknown,3987689,3216978.09,1214740.707,1893913.582,446042.0508,3725140.321,2629778.551,2151248,625637.6537,4100465.038,3825868,1802005.308,53763.12361,419919.7926,1968762.345,277478.371,425908.1904,5743978,1051304.556,321825.6152,4035099.274,4843253.913,5399459.537,2153280.203,612669.1084,687912.3199,398903.6941,1498163.996,1140909.586,506607.1638,258877.2433,331523.645,143322.355,3610898.432,0,3776058.274,711648.3698,498595.5893,451754.4853,724285.7425,576391.7523,513093.9735,332155.1091,591110.3473,1399633.079,664604.7111,287207.7221,493714.9278,572778.1403,629645.287,1020578.919,180527.2957,804842.4859,338055.8526,297557,2895806,890568.9868,929236.1752,992594.226,434610.1021
Unknown 222,Unknown,380764.8518,432738.9948,436714.922,214309.6746,137836.674,145294.1567,240069.5471,160442.0918,188584.857,377716.1591,437631.7476,202769.9079,0,682324.5019,609726.488,767784.6199,242231.7565,477530.1572,161962.7831,154584.1259,186610.2106,89712.12128,243373.3696,403458.1272,377549.6134,557447.0347,185469.8629,315371.8965,201863.2907,336503.7848,176080.718,288206.3544,90678.19145,221214.563,0,105973.3875,662371.5472,399757.0756,306692.6567,371268.9959,324578.2366,473715.6278,278643,171983.0996,761365.5522,590960.5797,398009.4766,442819.2161,615913.5965,380242.1644,373422.6819,333628.0891,325088.3656,424110.4033,169741.1755,107516.6474,443736.1453,621577.6541,576066.1787,349412.4475
Unknown 223,Unknown,1238032.446,1165474.794,1255704.491,809591.8133,587705.4049,858635.9388,959917.0368,800817.9042,1788151.378,900528.6328,1209319.968,775834.9866,19084.41488,2478909.818,1922517.252,1972821.26,1216419.691,1236962.307,652496.609,936014.157,744149.8135,923019.8528,1449215.815,989349.6706,2186849,2642840,2156930.855,2077607.423,1740251.797,1841308.985,1426417.532,1694731.331,331415.6548,2002381.272,0,1531693.147,2208430.055,2507305,1922848.318,2208043.82,1916622.943,1874946,827367.3984,1907301.164,1421851.355,2256883.775,1993809.292,951332.1591,2207323,1682814.469,1743164.899,1222692.565,1540407.673,1478093.475,1415025.293,1277587.208,5118506.082,6222329.891,6120187.335,4577367.485
Unknown 224,Unknown,1245974.028,953373.8793,1126163.078,748471.91,616040.2127,997267.895,895644.2975,949362.0222,603877.7364,1039302.701,1023725.271,481459.2365,19084.41488,1696622.32,1699943.032,1543420.522,575694.0485,508638.7136,594852.0296,835996.0562,581173.5227,737634.5684,1289332.207,761245.3744,778991.8663,2187961.888,1552342.165,1706052.627,1735282.658,1798922.114,1315884.839,1482805.291,351825.4772,1989121.563,0,1320546.052,853380.3065,2418754.157,1524966.168,709283.6549,1674449.405,1862972.487,516809.6956,1852894.799,1372715.505,1393389.5,1055165.376,1424761.059,926786.845,1689030.762,680501.8474,450832.947,931339.346,688479.1662,1328933.376,1114537.75,5461353.789,7274598.776,6739344.628,5030571.308
Unknown 225,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393650.933,0,199424.5816,289351.6853,0,0,0,0,0,0,0,0,406536.704,0,0,0,189820.4662,0,0,0,822095.6517,708106.3962,389070.3842,730322.9261,174509.387,0,0,0,0,0,0,0,0,0,0,0
Unknown 226,Unknown,308137.2467,9399.632122,426008,0,78035.44706,41512.39763,15753.48949,0,149505.417,0,0,0,0,0,1304.666977,437388.2718,109673.2718,0,0,0,306548.534,0,0,0,375015.9526,460663.4049,664551.288,1746820.743,450432,1684511.058,1021260.978,623432.2007,0,0,0,474.7817254,2087994.04,1825204.345,1614966.304,838382.4103,1841384.107,1459449.407,111222.0957,1679436.145,3385705.587,2089544.285,1485261.645,2985191.048,1868740.711,1340184.092,2274610.194,1102218.294,1323747.883,208310.0212,145345.0298,27011.21072,27395.11776,399747.2523,365009.3292,348763.8154
Unknown 227,Unknown,214341.9811,142453.4961,32160.23629,0,87572.64909,389560.4831,46882.69157,0,204003.7087,128807.7737,191940.2614,0,0,210997.9443,267904.8811,115198.5488,352483.3835,143180.6919,0,0,130888.9949,25109,58086.21772,0,735279.1323,702495.0335,660070.0074,842001.9489,389582.8947,547827.1692,453289.0597,418945.9045,15268,174353.3173,0,0,686727.2804,662079.9038,612289.6743,482214.3814,494547.2489,412637.6216,186656.36,491128.1758,1560894.108,1401536.243,959762.2549,1331762.16,479742.9816,343879.2454,509463.9082,321644.8378,250183.7008,181415.8206,182753.3968,106023.7392,31889,25615.31484,6556.740252,0
Unknown 228,Unknown,790043.2515,554063,822545.6331,352569.7859,339500.1596,741444.5339,203481.2268,604581.8278,1569488.439,498655.4941,761310.0398,375997.5056,198696.8372,666450.1964,624682.9847,354138.4502,635392.3012,462534.0981,55901.1794,219162.6944,388339.5315,405234.9654,196152.9333,48125.18586,1607649,1595848,1203704,2005140,1098619,1201392,1540461,484877.7024,51253.79824,530166.8744,130766.9536,275963.8979,1611797,1751495.703,2057933,1319233,1479910,1323682,754328,1519662,4157104,5820351,6189776,9322783,2018795,1069205,1928268,1193474,1871905,975514,859175.0916,778132.6468,407814,502461.1533,453004.5048,623406.4051
Unknown 229,Unknown,549520.7722,539068.8691,594195.5519,405694.9497,413924.2453,1002296.926,478346.0142,670996.1884,1555987.473,603645.799,770224.5697,443087.6877,22214.75341,759496.181,787300.6329,691734.404,1370067.455,584221.7291,32138.55083,180374.5572,569729.835,111864.9835,358815.2177,67304.07175,1083090.749,1265527.798,530719.6751,1465551.049,879467.14,1030958,775640.4937,849072.9315,66521.79824,617163.5942,130766.9536,228713.7279,1465017.502,1806675.2,1125136.438,1115913.757,1431920.248,1431515.684,594939.503,966535.5532,3633599.26,5400700,1907215.071,6509438.103,2386932.546,1029569.474,1454608.804,723909.2063,1933256.413,958392.5789,817260,525384.3829,406406,931789.3148,345822.7934,28411.81042
Unknown 230,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2824043.852,2969379.35,2594591.824,0,1559292.587,66561.9008,0,0,0,0,0,0,2376835.433,1869863.193,2385033.251,2741683.034,1817639.648,1237643.772,1363276.899,1669637.593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 231,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,689947.5415,0,893723.5835,0,0,0,0,0,0,0,0,0,0,0,3977171.294,0,3710177.938,2341135.659,2298148.736,0,0,0,0,0,0,0,0,0,0,0,0,15616938.09,12627112.99,0,0,0,1646096.838,2964713.962,1994669.364,114590.4017,543211.7445,5133884.56,892481.2524,0,588917.3375,0,0
Unknown 232,Unknown,37711.18268,51749.71996,30116.42534,0,6750.985705,56817.518,36784.31327,36689.89611,53274.92806,45268.69654,54817.14093,25694.35401,0,63717.40981,10015.26829,51650.60635,48615.15862,33593.92514,8571.910498,0,9730.779153,16841.47148,13973.05245,40314.80037,760574.4964,1114069.248,693040.82,942687.7033,663735.6867,703427.5337,501097.452,393171.0459,0,54751.58754,0,26398.87605,833442.0484,1009235.723,667792.0969,1046423.074,506254.1094,372288.8107,272420.0532,412254.1873,2369761.053,1568235.285,4216452.267,5585878.857,464080.8469,170410.5414,370198.2571,212387.6871,139185.4153,430560.3471,306859.3871,492687.8105,30771.76958,10439.77913,0,0
Unknown 233,Unknown,254489.2383,463557.2423,368227.9996,49223.02842,133841.3768,113048.6527,120036.7263,258414.8647,345385.1313,88380.51095,104192.0566,253540.2371,468.3379221,22156.05499,114179.2138,454924.1915,88725.00584,299782.3628,44179.53451,99532.0424,167569.7385,204240.2111,148209.8368,337124.645,1347076.321,1320559.182,1106221.773,1147416.246,734235.8454,783089.8114,684739.7233,521910.9568,42736.3011,369598.9302,45243.37435,268691.4571,1111547.88,984194.5857,828264.734,890835.8081,830011.3264,550689.1059,363618.5916,729639.6348,4732880.894,31142545.6,25672989.47,12782442.36,552686.0907,330766.7203,811390.6742,4480381.564,352129.1354,2432962.992,766479,4594666.16,275776.7982,401238.9015,350301.5284,267659.4593
Unknown 234,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090183.032,849960.7483,128589.1549,0,0,0,0,444417.9664,1352238.281,0,2006251.432,1035910.37,1032176.258,501512.5702,0,0,0,0,0,1206092.121,802866.6241,1202494.916,856273.2735,641837.6389,585619.8497,0,411579.748,0,0,0,0
Unknown 235,Unknown,92159.61003,101772.642,80002.68617,66255.57522,31906.12997,112556.2227,134757.4985,55635.818,114159.9947,61146.1722,115938.0369,20126.53534,0,238880.5688,78609.33985,248427.9624,168287.4404,81390.16158,26096.06675,72245.92685,66293.40731,54431.58426,72305.36638,74015.17008,2482964.657,2218832.183,2695849.098,3015605.953,1041317.314,347351.0091,644337.382,955839.4435,9435.473192,127043.0239,0,127037.5482,848722.9566,1281570.131,1583917.217,1236496.606,756934.3977,762055.1072,475538.0657,1103303.113,3435432.957,1553906.771,1618780.773,2085203.068,719407.4275,568435.3013,872113.5028,414483.0758,192614.1931,212443.5899,265089.4971,216081.6969,93018.08832,20663.03337,61296.46301,77128.28504
Unknown 236,Unknown,0,0,0,566812.818,0,793946.9837,1380759.304,0,444785.6748,0,0,0,0,259746.8084,0,0,357707.8016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84186.07386,0,0,0,224307.5825,0,976889.6815,213928.3148,0,0,0,0,154317.6013,0,0,0,0,235753.9873,0,0,0,1359613.667,0,0,373825.6339,0,0,0,0
Unknown 237,Unknown,1031312.23,1036511.339,541735,428825.347,173019.6031,1089909.76,724425.841,623376,1380485.807,958874.1545,1077953.479,770964.9868,69031,1612908.507,1031362.809,1167574,1453091.83,1298776.479,596723.3711,589929,884985.1664,629332.404,912657.8834,657715.6541,4039194.279,4255648.686,4081647.647,5046508.472,2011701.353,3047249.924,2045337.653,1858474.568,120532.3873,1096070.175,90302.15731,551928,3061262.574,4333084.215,3183290.1,3405834.383,2071094.845,2283840.26,1316427.913,2572552.4,10676815.61,7819413.536,6185004.323,9587509.307,2383728.358,1636048.759,2089506.952,1398125.727,893442.6938,1123922.099,888541,619926.6948,302395.2663,213908.6369,225257.8219,1068706.824
Unknown 238,Unknown,211211,1011108.543,753079.0053,390622.232,859489.3455,283962,3805463.874,745841.4878,1502377,249125,262156,3084865.513,491694.0453,562808,857494.6657,3236466.636,1843625,604355.91,181415,614625.8139,921291,1416028.73,248524,584667.9957,76694898.07,80972459.09,77903667.77,104844467.3,14146402.64,18128367.05,12704298.62,12240620.8,327357.6389,420378,181279.833,2084352.408,19244242.86,76216291.44,17163521.84,20342880.22,9046331.942,11861750.46,8825671.018,12757144.06,143092579.4,165991315.8,107259822.5,57148015.67,10347572.85,7467128.899,10386433.63,7248866.339,4825313.684,4808001.31,2913358.315,2014125.247,1446322.886,1388149.911,993378.2958,3363420.858
Unknown 239,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87636449.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067803.905,0,0,0,0,0,0,0,0,0,0,0,86943.5952,151852.8153,920482.0809,68703.04217,0,0,0,0
Unknown 240,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1675760.797,1769145.197,2733591.799,1231633.631,1216163.237,1008635.186,921696.6237,774782.4556,0,0,0,0,1590033.049,1591770.43,1493298.543,2168347.173,1046513.718,880572.4859,540569.8283,1183414.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 241,Unknown,1035230.845,3511512,3526488,1103633.96,325600.3129,1794586.186,858538.5736,1239653.785,1399421.75,1351307.635,1576745.245,1706854.339,274158.3458,3056728.921,2445209.537,2409984.115,1717023.116,1266824.617,1169194.367,1486477.942,818839.8294,359162.3015,529664.0433,1295814.558,7410136,6144224,7102056,5850272,3251564.477,4628256,3314304,4369978.448,787133.4705,1555445.537,89002.18766,2336861.341,5656293.842,7059794.278,4300824,6774809.426,5149730.566,4742257.177,2484593.36,5581659.426,84707207.42,86686281.46,19809600,87582645.82,4646233.108,4030817.809,5518628.101,4174024,3132275.055,3662515.709,5901429.13,3490775.773,863022.2231,388070.4228,373255.1956,1283996.96
Unknown 242,Unknown,2400043.779,1066437.619,747786.8234,2182100.503,490307.7306,2179431.807,1792889.129,539134.5469,1456732,1095900.848,1255451.671,461310.6535,741359.3919,1700145.986,1230769.736,1441979.883,1669165.027,1600324.296,739542.712,723127.7388,1034767.68,913345.0514,974114.7887,819556.7405,3994900,4873846.017,3044486.927,78899.01134,2507652,4064788,3781895.397,2578142,926103.0122,1838235.094,769009.3917,891342.233,3924818,5182417,5076437,9396953.583,2693672,4256464,3104652.408,3445216,8551392,11128504,6524864,13340928,1054203.427,1656932.156,9654931.103,9720634.505,1894700.266,2754811,1015751.818,1171073.416,3652581.63,3868315.634,4357342.491,4232665
